PLAYER_NAME,PTS_PER_36,REB_PER_36,AST_PER_36,STL_PER_36,BLK_PER_36,FG_PCT,FG3_PCT,FT_PCT,GOAT_INDEX,CHAMPIONSHIPS_NORM,GOAT_INDEX_FINAL
Michael Jordan,0.689461338703759,0.36421729298513283,0.2518021439946564,0.6278182711110376,0.43610709000472025,0.6232854864433813,0.41286231884057967,0.8174055829228241,0.5344841314215436,1.0,0.5810357182793893
LeBron James,0.5433252260094786,0.6786780205119216,0.548663554072235,0.2358118363174019,0.35379194664836666,0.719783648845434,0.5861294896030246,0.34932533733133403,0.5509257618585325,0.6666666666666666,0.5624998523393459
Kobe Bryant,0.42930689875597955,0.21499210835097263,0.2297663306943991,0.24835408809912293,0.2064290033396094,0.3990430622009571,0.5046195652173913,0.8371921182266009,0.39081727279228007,0.8333333333333334,0.43506887884638534
